Tribunal;Processo;Ano;Codigos assuntos;Polo ativo;Polo ativo - Natureza juridica;Polo passivo;Polo passivo - Natureza juridica
TRF5;0807521-03.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0804782-57.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801595-07.2025.4.05.8000;2025;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0805367-12.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MARECHAL DEODORO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801458-59.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0801352-97.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801096-23.2025.4.05.8000;2025;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE SAO MIGUEL DOS CAMPOS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0805071-87.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803884-44.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803947-69.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0807712-48.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0801594-22.2025.4.05.8000;2025;{12487};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO}
TRF5;0800144-78.2024.4.05.8000;2024;{12502};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0805967-33.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806153-56.2024.4.05.8000;2024;{12502};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800326-64.2024.4.05.8000;2024;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;sigiloso(630878388);2024;{12500};Sigiloso;Sigiloso;Sigiloso;Sigiloso
TRF5;0803062-55.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802258-87.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ESTADO DE ALAGOAS};{ESTADO OU DISTRITO FEDERAL}
TRF5;0808987-32.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801304-07.2025.4.05.8000;2025;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0805824-44.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0809850-85.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE SATUBA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0809222-96.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0809044-50.2024.4.05.8000;2024;{10880,12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810512-49.2024.4.05.8000;2024;{12487};;;{MINISTERIO DA FAZENDA,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803796-06.2024.4.05.8000;2024;{12487};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803548-40.2024.4.05.8000;2024;{12487};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0806283-46.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0802232-89.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800435-44.2025.4.05.8000;2025;{12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0806188-16.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0804616-25.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800151-70.2024.4.05.8000;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0805849-57.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0807030-93.2024.4.05.8000;2024;{12494};{DEFENSORIA PUBLICA DA UNIAO,DEFENSORIA PUBLICA GERAL DO ESTADO DE ALAGOAS};{ORGAO PUBLICO AUTONOMO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0802030-15.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0808194-93.2024.4.05.8000;2024;{12505};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800385-52.2024.4.05.8000;2024;{12502,12503};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0805869-48.2024.4.05.8000;2024;{12502,12503};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0805283-11.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0807783-50.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802967-25.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0801079-84.2025.4.05.8000;2025;{12493};;;{ESTADO DE ALAGOAS};{ESTADO OU DISTRITO FEDERAL}
TRF5;0802670-18.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0810492-58.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0809056-64.2024.4.05.8000;2024;{12489};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0804569-51.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0809446-34.2024.4.05.8000;2024;{12502};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE PILAR};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803930-33.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802220-75.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806450-63.2024.4.05.8000;2024;{12496,12513};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806809-13.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0800082-04.2025.4.05.8000;2025;{12496};;;{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL}
TRF5;0805364-57.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE PILAR};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801582-08.2025.4.05.8000;2025;{12513};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0802373-11.2024.4.05.8000;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0808127-31.2024.4.05.8000;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808483-26.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0807693-42.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803997-95.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800566-19.2025.4.05.8000;2025;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0801351-15.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0807377-29.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810374-82.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0808237-30.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE JEQUIA DA PRAIA,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0803071-17.2024.4.05.8000;2024;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0804981-79.2024.4.05.8000;2024;{12505};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0805623-52.2024.4.05.8000;2024;{12496,12487,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0809478-39.2024.4.05.8000;2024;{12502};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0804817-17.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810331-48.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800472-08.2024.4.05.8000;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800425-34.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE SAO MIGUEL DOS CAMPOS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800562-16.2024.4.05.8000;2024;{12494};{DEFENSORIA PUBLICA GERAL DO ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803554-47.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803558-84.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0804264-67.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0808164-58.2024.4.05.8000;2024;{12487};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0808743-06.2024.4.05.8000;2024;{12513};{FUNDACAO HOSPITAL DA AGRO INDUSTRIA DO ACUCAR E DO ALCOOL DE ALAGOAS};{FUNDACAO PRIVADA};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO}
TRF5;0809355-41.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0804663-96.2024.4.05.8000;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0804012-64.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0804700-60.2023.4.05.8000;2024;{12416,12502};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0806429-34.2017.4.05.8000;2024;{11884,12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE CORURIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808828-94.2021.4.05.8000;2024;{12513,10657};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
